WD16CD,WD16NM
E05001083,Saltwell
E05007704,Salvington
E05010233,Samlesbury & Walton
E05008648,Sandbach Elworth
E05008649,Sandbach Ettiley Heath and Wheelock
E05008650,Sandbach Heath and East
E05008651,Sandbach Town
E05009847,Sanders Park
E05000160,Sanderstead
E05009747,Sandford & the Wittenhams
E05003524,Sandford and Creedy
E05008746,Sandford Hill
E05010026,Sandgate & West Folkestone
E05001169,Sandhill
E05008887,Sandhurst
E05010618,Sandiacre
E05008508,Sandown North
E05008509,Sandown South
E05004801,Sandridge
E05002695,Sands
E05000262,Sands End
E05004959,Sandwich
E05003203,Sandwith
E05008802,Sandy
E05010716,Sandywell
E05004526,Sarisbury
E05008692,Saughall and Mollington
E05004737,Sawbridgeworth
E05010619,Sawley
E05002815,Sawston
E05002784,Sawtry
E05009648,Saxilby
E05010452,Saxmundham
E05009482,Saxon Gate
E05004888,Saxon Shore
E05005423,Saxondale
E05009649,Scampton
E05009897,Scarbrough & Seacroft
E05003313,Scarcliffe
E05005372,Scarisbrick
E05001721,Scartho
E05005906,Scole
E05009609,Scotforth East
E05009610,Scotforth West
E05005373,Scott
E05009650,Scotter and Blyton
E05006295,Scotton
E05005864,Scottow
E05006981,Seabridge
E05000972,Seacombe
E05003961,Seaford Central
E05003962,Seaford East
E05003963,Seaford North
E05003964,Seaford South
E05003965,Seaford West
E05009077,Seaham
E05005025,Seal and Weald
E05008819,Seales
E05006336,Seamer
E05010404,Seasalter
E05003204,Seascale
E05008951,Seaton
E05003136,Seaton
E05003482,Seaton
E05009149,Seaton with Newbiggin West
E05003266,Sedbergh and Kirkby Lonsdale
E05009078,Sedgefield
E05000684,Sedgley
E05001256,Sedgley
E05002653,Seer Green
E05009150,Seghill with Seaton Delaval
E05010498,Seighford & Church Eaton
E05004490,Selborne
E05010056,Selby East
E05010057,Selby West
E05007705,Selden
E05000161,Selhurst
E05001202,Selly Oak
E05000162,Selsdon and Ballards
E05007622,Selsey North
E05007623,Selsey South
E05010689,Selston
E05008848,Semilong
E05010121,Sence Valley
E05007301,Send
E05010644,Sett
E05010780,Settle and Ribblebanks
E05000512,Seven Kings
E05000278,Seven Sisters
E05010234,Seven Stars
E05005026,Sevenoaks Eastern
E05005027,Sevenoaks Kippington
E05005028,Sevenoaks Northern
E05005029,Sevenoaks Town and St John's
E05007115,Severals
E05002067,Severn
E05010984,Severn
E05008186,Severn Valley
E05005885,Sewell
E05009382,Shacklewell
E05001637,Shadsworth with Whitebirk
E05009332,Shadwell
E05000623,Shaftesbury
E05010010,Shaftesbury East
E05010011,Shaftesbury West
E05008693,Shakerley
E05003609,Shaldon and Stokeinteignhead
E05007302,Shalford
E05007438,Shamley Green and Cranleigh North
E05008510,Shanklin Central
E05008511,Shanklin South
E05003231,Shap
E05001203,Shard End
E05008774,Sharnbrook
E05005288,Sharoe Green
E05000715,Sharston
E05008652,Shavington
E05000736,Shaw
E05008970,Shaw
E05009991,Shawbirch
E05008187,Shawbury
E05001638,Shear Brow
E05003630,Shebbear and Langtree
E05009560,Sheerness
E05008803,Shefford
E05001204,Sheldon
E05004172,Shelley
E05004078,Shenfield
E05004760,Shenley
E05009419,Shenley Brook End
E05010669,Shenstone
E05004815,Shephall
E05000263,Shepherd's Bush Green
E05007369,Shepperton Town
E05009561,Sheppey Central
E05009562,Sheppey East
E05005446,Shepshed East
E05005447,Shepshed West
E05006784,Shepton East
E05006785,Shepton West
E05005003,Shepway North
E05005004,Shepway South
E05010600,Sherborne East
E05004452,Sherborne St John
E05010601,Sherborne West
E05001229,Sherbourne
E05009079,Sherburn
E05006312,Sherburn
E05010058,Sherburn in Elmet
E05006313,Sheriff Hutton
E05005866,Sheringham North
E05005867,Sheringham South
E05011070,Sherrards
E05008394,Sherston
E05001839,Sherwood
E05005146,Sherwood
E05008888,Sherwood
E05010943,Shevington
E05000858,Shevington with Lower Ground
E05008188,Shifnal North
E05008189,Shifnal South and Cosford
E05009151,Shilbottle
E05009080,Shildon and Dene Valley
E05001170,Shiney Row
E05002388,Shinfield North
E05002389,Shinfield South
E05010255,Shipdham-with-Scarning
E05002109,Shiphay-with-the-Willows
E05001362,Shipley
E05010620,Shipley View
E05010199,Shipston North
E05010200,Shipston South
E05003314,Shirebrook East
E05003315,Shirebrook Langwith
E05003316,Shirebrook North West
E05003317,Shirebrook South East
E05003318,Shirebrook South West
E05010878,Shiregreen and Brightside
E05003437,Shirland
E05000163,Shirley
E05002467,Shirley
E05001296,Shirley East
E05001297,Shirley South
E05001298,Shirley West
E05006930,Shobnall
E05002222,Shoeburyness
E05002468,Sholing
E05000227,Shooters Hill
E05001317,Short Heath
E05000126,Shortlands
E05010201,Shottery
E05009081,Shotton and South Hetton
E05010840,Shrub End
E05008573,Shurdington
E05009898,Sibsey & Stickney
E05000083,Sidcup
E05010717,Siddington & Cerney Rural
E05009848,Sidemoor
E05007624,Sidlesham
E05003984,Sidley
E05003483,Sidmouth Rural
E05003484,Sidmouth Sidford
E05003485,Sidmouth Town
E05001722,Sidney Sussex
E05005448,Sileby
E05001299,Silhill
E05001171,Silksworth
E05003137,Silloth
E05008804,Silsoe and Shillington
E05010381,Silver End & Cressing
E05009611,Silverdale
E05006982,Silverdale and Parksite
E05003941,Silverhill
E05006047,Silverstone
E05003525,Silverton
E05001031,Silverwood
E05010645,Simmondley
E05001148,Simonside and Rekendyke
E05001782,Sinfin
E05005203,Singleton and Greenhalgh
E05004889,Singleton South
E05004978,Singlewell
E05006314,Sinnington
E05005099,Sir Moses Montefiore
E05002068,Siston
E05001032,Sitwell
E05010690,Skegby
E05005637,Skellingthorpe
E05005374,Skelmersdale North
E05005375,Skelmersdale South
E05001521,Skelton
E05003232,Skelton
E05009612,Skerton East
E05009613,Skerton West
E05009667,Skipton East
E05009668,Skipton North
E05006203,Skipton South
E05009669,Skipton West
E05009628,Skirbeck
E05001383,Skircoat
E05006001,Slade
E05009509,Slade Lode
E05005638,Sleaford Castle
E05005639,Sleaford Holdingham
E05005640,Sleaford Navigation
E05005641,Sleaford Quarrington and Mareham
E05005642,Sleaford Westholme
E05009152,Sleekburn
E05009849,Slideslow
E05007487,Slough
E05000753,Smallbridge and Firgrove
E05001277,Smethwick
E05001300,Smith's Wood
E05000666,Smithills
E05000513,Snaresbrook
E05005828,Snettisham
E05008747,Sneyd Green
E05010122,Snibston North
E05010123,Snibston South
E05010202,Snitterfield
E05009585,Snodland East and Ham Hill
E05009586,Snodland West and Holborough Lakes
E05002730,Soham North
E05002731,Soham South
E05001205,Soho
E05001278,Soho and Victoria
E05003138,Solway
E05005508,Somerby
E05003299,Somercotes
E05008938,Somersham
E05002390,Sonning
E05009748,Sonning Common
E05004802,Sopwell
E05001723,South
E05002208,South
E05008555,South
E05007116,South
E05000188,South Acton
E05005829,South and West Lynn
E05001522,South Bank
E05000550,South Bermondsey
E05009153,South Blyth
E05007924,South Bredon Hill
E05010142,South Brent
E05000551,South Camberwell
E05010718,South Cerney Village
E05002241,South Chafford
E05007098,South Cosford
E05005830,South Downham
E05001707,South East Holderness
E05001457,South Elmsall and South Kirkby
E05004453,South Ham
E05001106,South Heaton
E05000321,South Hornchurch
E05001708,South Hunsley
E05001107,South Jesmond
E05002391,South Lake
E05000754,South Middleton
E05010059,South Milford
E05003557,South Molton
E05003319,South Normanton East
E05003320,South Normanton West
E05000164,South Norwood
E05009437,South Oxhey
E05007345,South Park and Woodhatch
E05006846,South Petherton
E05002435,South Portslade
E05000528,South Richmond
E05000338,South Ruislip
E05010563,South Tawton
E05000529,South Twickenham
E05009154,South Tynedale
E05004079,South Weald
E05001709,South West Holderness
E05003300,South West Parishes
E05005536,South Wigston
E05004890,South Willesborough
E05004113,South Woodham-Chetwood and Collingwood
E05004114,South Woodham-Elmwood and Woodville
E05009658,South Wootton
E05001206,South Yardley
E05000189,Southall Broadway
E05000190,Southall Green
E05010203,Southam North
E05010204,Southam South
E05005147,Southborough and High Brooms
E05005148,Southborough North
E05007625,Southbourne
E05000207,Southbury
E05002223,Southchurch
E05001683,Southcoates East
E05001684,Southcoates West
E05002331,Southcote
E05010354,Southcourt
E05001964,Southdown
E05010879,Southey
E05000191,Southfield
E05005265,Southfield
E05000624,Southfields
E05000208,Southgate
E05007189,Southgate
E05007642,Southgate
E05000209,Southgate Green
E05007573,Southlands
E05010913,Southmead
E05004202,Southminster
E05005798,Southtown and Cobholm
E05010914,Southville
E05010087,Southwater
E05002095,Southway
E05010081,Southwell
E05001172,Southwick
E05008395,Southwick
E05011006,Southwick and Wickham
E05007574,Southwick Green
E05007245,Southwold and Reydon
E05003927,Sovereign
E05009685,Sowerby & Topcliffe
E05001384,Sowerby Bridge
E05005653,Spalding Castle
E05005654,Spalding Monks House
E05005655,Spalding St John's
E05005656,Spalding St Mary's
E05005657,Spalding St Paul's
E05005658,Spalding Wygate
E05001207,Sparkbrook
E05002310,Speen
E05000909,Speke-Garston
E05005149,Speldhurst and Bidborough
E05009659,Spellowfields
E05008849,Spencer
E05009082,Spennymoor
E05009899,Spilsby
E05010472,Spinney Hills
E05007072,Spital
E05009333,Spitalfields & Banglatown
E05005776,Spixworth with St Faiths
E05006267,Spofforth with Lower Wharfedale
E05001783,Spondon
E05000755,Spotland and Falinge
E05009022,Spratton
E05005221,Spring Hill
E05008850,Spring Park
E05001336,Spring Vale
E05004304,Springbank
E05009383,Springfield
E05001208,Springfield
E05004115,Springfield North
E05008748,Springfields and Trent Vale
E05005833,Springwood
E05007128,Sprites
E05010743,Sprotbrough
E05005777,Sprowston Central
E05005778,Sprowston East
E05001657,Squires Gate
E05000322,Squirrel's Heath
E05009242,St Agnes
E05003174,St Aidans
E05001295,St Alphege
E05010232,St Ambrose
E05000320,St Andrew's
E05001682,St Andrew's
E05005219,St Andrew's
E05008968,St Andrews
E05009508,St Andrews
E05004111,St Andrews
E05005797,St Andrews
E05000277,St Ann's
E05001838,St Ann's
E05009559,St Ann's
E05001165,St Anne's
E05010839,St Anne's and St John's
E05003926,St Anthony's
E05009243,St Austell Bay
E05009244,St Austell Bethel
E05009245,St Austell Gover
E05009246,St Austell Poltair
E05011001,St Barnabas
E05011002,St Bartholomew
E05004253,St Bartholomews
E05003202,St Bees
E05005865,St Benet
E05009247,St Blazey
E05002093,St Budeaux
E05009248,St Buryan
E05003668,St Catherine's and Hurn
E05001166,St Chad's
E05009249,St Cleer
E05007888,St Clement
E05009893,St Clement's
E05006564,St Clement's
E05009250,St Columb Major
E05006783,St Cuthbert Out North
E05011020,St David's
E05008846,St David's
E05009251,St Dennis and Nanpean
E05009329,St Dunstan's
E05009253,St Enoder
E05004576,St Faith's
E05010944,St Gabriels
E05010910,St George Central
E05010911,St George Troopers Hill
E05010912,St George West
E05000378,St George's
E05004091,St George's
E05005286,St George's
E05009990,St Georges
E05001519,St Germain's
E05009254,St Germans and Landulph
E05003338,St Helen's
E05000993,St Helens
E05003940,St Helens
E05000470,St Helier
E05000562,St Helier
E05009255,St Issey and St Tudy
E05008937,St Ives East
E05009256,St Ives East
E05008580,St Ives South
E05002779,St Ives West
E05009257,St Ives West
E05000411,St James
E05004092,St James
E05004254,St James
E05008847,St James
E05000734,St James'
E05005144,St James'
E05000644,St James's
E05001254,St James's
E05007889,St John
E05003134,St John's
E05010643,St John's
E05008998,St John's
E05005145,St John's
E05010668,St John's
E05007126,St John's
E05010804,St John's
E05009794,St John's
E05002309,St Johns
E05004255,St Johns
E05005201,St Johns
E05002453,St Jude
E05009258,St Just In Penwith
E05009330,St Katharine's & Wapping
E05009259,St Keverne and Meneage
E05002220,St Laurence
E05005826,St Lawrence
E05000428,St Leonard's
E05003339,St Leonard's
E05009525,St Leonards
E05005202,St Leonards
E05011021,St Loyes
E05011003,St Luke
E05008969,St Margaret and South Marston
E05009894,St Margaret's
E05006565,St Margaret's
E05007127,St Margaret's
E05007244,St Margaret's
E05004957,St Margaret's-at-Cliffe
E05000527,St Margarets and North Twickenham
E05005827,St Margarets with St Nicholas
E05000412,St Mark's
E05004301,St Mark's
E05008999,St Mark's
E05003980,St Marks
E05009539,St Martin
E05004032,St Martin's
E05008183,St Martin's
E05000081,St Mary's
E05000379,St Mary's
E05000683,St Mary's
E05000735,St Mary's
E05000834,St Mary's
E05001129,St Mary's
E05001705,St Mary's
E05004093,St Mary's
E05004648,St Mary's
E05005310,St Mary's
E05009895,St Mary's
E05010688,St Mary's
E05006566,St Mary's
E05007114,St Mary's
E05007571,St Mary's
E05002652,St Mary's and Waterside
E05000622,St Mary's Park
E05002108,St Mary's-with-Summercombe
E05002107,St Marychurch
E05004256,St Marys
E05001316,St Matthew's
E05005287,St Matthew's
E05009260,St Mawgan and Colan
E05009261,St Mewan
E05011004,St Michael
E05000082,St Michael's
E05000908,St Michael's
E05001167,St Michael's
E05001228,St Michael's
E05003135,St Michael's
E05010715,St Michael's
E05009896,St Michael's
E05006845,St Michael's
E05010497,St Michael's & Stonefield
E05005999,St Michael's and Wicksteed
E05010945,St Michaels
E05003981,St Michaels
E05004887,St Michaels
E05007385,St Michaels
E05009262,St Minver and St Endellion
E05008581,St Neots Eaton Ford
E05002781,St Neots Eaton Socon
E05008533,St Neots Eynesbury
E05008582,St Neots Priory Park
E05004814,St Nicholas
E05007486,St Nicolas
E05007572,St Nicolas
E05007188,St Olaves
E05000951,St Oswald
E05009286,St Oswald
E05005220,St Oswald's
E05004257,St Osyth and Point Clear
E05000143,St Pancras and Somers Town
E05011005,St Paul
E05008691,St Paul's
E05004302,St Paul's
E05001276,St Pauls
E05004258,St Pauls
E05007386,St Pauls
E05002094,St Peter and the Waterfront
E05000380,St Peter's
E05009331,St Peter's
E05000816,St Peter's
E05001168,St Peter's
E05001335,St Peter's
E05004094,St Peter's
E05004303,St Peter's
E05006000,St Peter's
E05007890,St Peter's Parish
E05004799,St Peters
E05005097,St Peters
E05004958,St Radigunds
E05004800,St Stephen
E05007891,St Stephen
E05010405,St Stephen's
E05009263,St Stephen-In-Brannel
E05003982,St Stephens
E05009264,St Teath and St Breward
E05002454,St Thomas
E05011022,St Thomas
E05009627,St Thomas'
E05001255,St Thomas's
E05009404,St. Helen's
E05002221,St. Luke's
E05008325,St. Mary's
E05002434,St. Peter's and North Laine
E05005327,Stacksteads
E05003139,Stainburn
E05007370,Staines
E05007371,Staines South
E05010744,Stainforth & Barnby Dun
E05005204,Staining and Weeton
E05001548,Stainsby Hill
E05009871,Stainton & Thornton
E05000994,Stairfoot
E05009510,Staithe
E05009155,Stakeford
E05004577,Stakes
E05005868,Stalham and Sutton
E05000817,Stalybridge North
E05000818,Stalybridge South
E05007281,Stamford
E05010172,Stamford All Saints
E05009384,Stamford Hill West
E05010173,Stamford St George's
E05010174,Stamford St John's
E05010175,Stamford St Mary's
E05009951,Stanah
E05011054,Stanborough
E05000859,Standish with Langtree
E05009770,Stanford
E05002242,Stanford East and Corringham Town
E05002243,Stanford-le-Hope West
E05010823,Stanground South
E05004891,Stanhope
E05009629,Staniland
E05010274,Stanion & Corby Village
E05009405,Stanley
E05001658,Stanley
E05009083,Stanley
E05001458,Stanley and Outwood East
E05000303,Stanmore Park
E05010880,Stannington
E05004738,Stanstead Abbots
E05009926,Stansted North
E05009927,Stansted South & Birchanger
E05003363,Stanton
E05007190,Stanton
E05005424,Stanton and Flamville
E05010691,Stanton Hill & Teversal
E05009420,Stantonbury
E05010841,Stanway
E05007372,Stanwell North
E05010771,Stanwick
E05003175,Stanwix Rural
E05003176,Stanwix Urban
E05006931,Stapenhill
E05002069,Staple Hill
E05004187,Staple Tye
E05010529,Stapleford North
E05010530,Stapleford South East
E05010531,Stapleford South West
E05006869,Staplegrove
E05005006,Staplehurst
E05006268,Starbeck
E05009630,Station
E05003267,Staveley-in-Cartmel
E05003268,Staveley-in-Westmorland
E05006048,Steane
E05001209,Stechford and Yardley North
E05007626,Stedham
E05010355,Steeple Claydon
E05008820,Stenson
E05010430,Stephenson
E05006337,Stepney
E05009334,Stepney Green
E05000799,Stepping Hill
E05009771,Steventon & the Hanneys
E05010356,Stewkley
E05007666,Steyning
E05002244,Stifford Clays
E05002786,Stilton
E05010946,Stockbridge
E05001210,Stockland Green
E05010881,Stocksbridge and Upper Don
E05009156,Stocksfield and Broomhaugh
E05011044,Stockton Heath
E05001549,Stockton Town Centre
E05000429,Stockwell
E05010915,Stockwood
E05002096,Stoke
E05007303,Stoke
E05010916,Stoke Bishop
E05002070,Stoke Gifford
E05005907,Stoke Holy Cross
E05009385,Stoke Newington
E05007129,Stoke Park
E05010578,Stoke Poges
E05009269,Stokeclimsland
E05002696,Stokenchurch and Radnage
E05010143,Stokenham
E05009686,Stokesley
E05009511,Stonald
E05004937,Stone
E05010646,Stone Bench
E05000100,Stonebridge
E05000563,Stonecot
E05010985,Stonehouse
E05007282,Stoneleigh
E05009796,Stoneleigh & Cubbington
E05006646,Stonesfield and Tackley
E05009483,Stoney Street
E05010473,Stoneygate
E05009421,Stony Stratford
E05007073,Stonydelph
E05002209,Stopsley
E05009928,Stort Valley
E05008805,Stotfold and Langford
E05007304,Stoughton
E05009526,Stour
E05004892,Stour
E05010382,Stour Valley North
E05010383,Stour Valley South
E05010719,Stow
E05009651,Stow
E05010670,Stowe
E05007153,Stowmarket Central
E05007154,Stowmarket North
E05007155,Stowmarket South
E05007156,Stowupland
E05007157,Stradbroke and Laxfield
E05000492,Stratford and New Town
E05010720,Stratton
E05005908,Stratton
E05008694,Strawberry
E05006269,Stray
E05000430,Streatham Hill
E05000431,Streatham South
E05000432,Streatham Wells
E05006786,Street North
E05006787,Street South
E05006788,Street West
E05001318,Streetly
E05010329,Strensall
E05006338,Streonshalh
E05000836,Stretford
E05002732,Stretham
E05006932,Stretton
E05002265,Strood North
E05002266,Strood Rural
E05002267,Strood South
E05010986,Stroud Central
E05010987,Stroud Farmhill and Paganhill
E05000279,Stroud Green
E05010988,Stroud Slade
E05010989,Stroud Trinity
E05010990,Stroud Uplands
E05010991,Stroud Valley
E05002124,Strouden Park
E05004527,Stubbington
E05010205,Studley with Mappleborough Green
E05010206,Studley with Sambourne
E05010012,Sturminster Newton
E05010406,Sturry
E05006392,Sturton
E05009652,Sudbrooke
E05000101,Sudbury
E05007099,Sudbury East
E05007100,Sudbury North
E05007101,Sudbury South
E05000952,Sudell
E05001639,Sudell
E05005869,Suffield Park
E05002311,Sulhamstead
E05010671,Summerfield & All Saints
E05008396,Summerham and Seend
E05006567,Summertown
E05010692,Summit
E05004188,Sumners and Kingsmoor
E05007373,Sunbury Common
E05007374,Sunbury East
E05002210,Sundon Park
E05008190,Sundorne
E05002370,Sunningdale
E05002371,Sunninghill and South Ascot
E05001640,Sunnyhurst
E05008851,Sunnyside
E05000413,Surbiton Hill
E05000552,Surrey Docks
E05000927,Sutton
E05001685,Sutton
E05002733,Sutton
E05008695,Sutton
E05008653,Sutton
E05003438,Sutton
E05006393,Sutton
E05002097,Sutton and Mount Gould
E05009729,Sutton Bonington
E05005659,Sutton Bridge
E05000564,Sutton Central
E05009772,Sutton Courtenay
E05001211,Sutton Four Oaks
E05010693,Sutton Junction & Harlow Wood
E05001212,Sutton New Hall
E05000565,Sutton North
E05009900,Sutton on Sea
E05000566,Sutton South
E05001213,Sutton Trinity
E05005007,Sutton Valence and Langley
E05001214,Sutton Vesey
E05009484,Sutton Walls
E05000567,Sutton West
E05004938,Sutton-at-Hone and Hawley
E05009670,Sutton-in-Craven
E05010082,Sutton-on-Trent
E05008821,Swadlincote
E05010256,Swaffham
E05010407,Swalecliffe
E05006296,Swaledale
E05002392,Swallowfield
E05009540,Swanage North
E05009541,Swanage South
E05009964,Swanley Christchurch and Swanley Village
E05005031,Swanley St Mary's
E05005032,Swanley White Oak
E05004939,Swanscombe
E05010947,Swanside
E05010041,Swanspool
E05003301,Swanwick
E05002816,Swavesey
E05002469,Swaythling
E05010854,Sweyne Park and Grange
E05004305,Swindon Village
E05009631,Swineshead and Holland Fen
E05001033,Swinton
E05000772,Swinton North
E05000773,Swinton South
E05000144,Swiss Cottage
E05010499,Swynnerton & Oulton
E05000452,Sydenham
E05009797,Sydenham
E05004816,Symonds Green
E05000364,Syon
E05005449,Syston East
E05005450,Syston West
E05000645,Tachbrook
E05004649,Tadburn
E05010060,Tadcaster
E05004454,Tadley Central
E05004455,Tadley South
E05007346,Tadworth and Walton
E05009929,Takeley
E05008852,Talavera
E05001659,Talbot
E05002125,Talbot and Branksome Woods
E05003486,Tale Vale
E05006983,Talke
E05003631,Tamarside
E05010564,Tamarside
E05009084,Tanfield
E05009687,Tanfield
E05007627,Tangmere
E05005376,Tanhouse
E05010408,Tankerton
E05010207,Tanworth-in-Arden
E05009850,Tardebigge
E05005377,Tarleton
E05008696,Tarporley
E05007706,Tarring
E05008697,Tarvin and Kelsall
E05005909,Tasburgh
E05007402,Tatsfield and Titsey
E05008698,Tattenhall
E05007347,Tattenhams
E05009422,Tattenhoe
E05006847,Tatworth and Forton
E05006870,Taunton Blackbrook and Holway
E05006871,Taunton Eastgate
E05006872,Taunton Fairwater
E05006873,Taunton Halcon
E05006874,Taunton Killams and Mountfield
E05006875,Taunton Lyngford
E05006876,Taunton Manor and Wilton
E05006877,Taunton Pyrland and Rowbarton
E05005779,Taverham North
E05005780,Taverham South
E05010565,Tavistock North
E05010566,Tavistock South East
E05010567,Tavistock South West
E05003526,Taw
E05003527,Taw Vale
E05000530,Teddington
E05001523,Teesville
E05003614,Teign Valley
E05003610,Teignbridge North
E05003611,Teignmouth Central
E05003612,Teignmouth East
E05003613,Teignmouth West
E05000453,Telegraph Hill
E05007862,Teme Valley
E05010647,Temple
E05001441,Temple Newsam
E05007863,Tenbury
E05004893,Tenterden North
E05004894,Tenterden South
E05008191,Tern
E05002697,Terriers and Amersham Hill
E05010721,Tetbury East & Rural
E05010722,Tetbury Town
E05010723,Tetbury with Upton
E05009901,Tetford & Donington
E05009902,Tetney
E05001337,Tettenhall Regis
E05001338,Tettenhall Wightwick
E05002817,Teversham
E05004425,Tewkesbury Newtown
E05008574,Tewkesbury Prior's Park
E05004427,Tewkesbury Town with Mitton
E05009563,Teynham and Lynsted
E05009749,Thame
E05000039,Thames
E05002332,Thames
E05009773,Thames
E05011084,Thames Ditton
E05000625,Thamesfield
E05000084,Thamesmead East
E05000228,Thamesmead Moorings
E05005100,Thanet Villages
E05002312,Thatcham Central
E05002313,Thatcham North
E05002314,Thatcham South and Crookham
E05002315,Thatcham West
E05000928,Thatto Heath
E05009930,Thaxted & the Eastons
E05002818,The Abingtons
E05010724,The Ampneys & Hampton
E05006647,The Bartons
E05010013,The Beacon
E05010725,The Beeches
E05010257,The Buckenhams & Banham
E05008397,The Collingbournes and Netheravon
E05010384,The Colnes
E05010694,The Dales
E05004491,The Hangers and Forest
E05008535,The Hemingfords
E05002245,The Homesteads
E05000553,The Lane
E05008398,The Lavingtons and Erlestoke
E05004116,The Lawns
E05007925,The Littletons
E05009564,The Meads
E05008192,The Meres
E05009512,The Mills
E05002819,The Mordens
E05009992,The Nedge
E05006789,The Pennards and Ditcheat
E05005870,The Raynhams
E05002699,The Risboroughs
E05010726,The Rissingtons
E05008557,The Runtons
E05005660,The Saints
E05007246,The Saints
E05009931,The Sampfords
E05002820,The Shelfords and Stapleford
E05010992,The Stanleys
E05007158,The Stonhams
E05010014,The Stours & Marnhull
E05002734,The Swaffhams
E05010453,The Trimleys
E05002821,The Wilbrahams
E05005451,The Wolds
E05002700,The Wooburns
E05011007,The Worthys
E05000568,The Wrythe
E05002316,Theale
E05010258,Thetford Boudica
E05010259,Thetford Burrell
E05010260,Thetford Castle
E05010261,Thetford Priory
E05004173,Theydon Bois
E05009688,Thirsk
E05006984,Thistleberry
E05010124,Thornborough
E05002071,Thornbury North
E05002072,Thornbury South and Alveston
E05010745,Thorne & Moorends
E05000433,Thornton
E05001363,Thornton and Allerton
E05006315,Thornton Dale
E05000165,Thornton Heath
E05009730,Thoroton
E05002224,Thorpe
E05007359,Thorpe
E05005886,Thorpe Hamlet
E05005781,Thorpe St Andrew North West
E05005782,Thorpe St Andrew South East
E05010061,Thorpe Willoughby
E05010772,Thrapston Lakes
E05010773,Thrapston Market
E05007643,Three Bridges
E05009485,Three Crosses
E05010385,Three Fields
E05003632,Three Moors
E05009270,Threemilestone and Gloweth
E05010125,Thringstone
E05002126,Throop and Muscliff
E05010993,Thrupp
E05004739,Thundridge & Standon
E05000434,Thurlow Park
E05005910,Thurlton
E05005452,Thurmaston
E05005476,Thurnby and Houghton
E05010474,Thurncourt
E05007159,Thurston and Hessett
E05004361,Tibberton
E05003321,Tibshelf
E05003985,Ticehurst and Etchingham
E05010746,Tickhill & Wadsworth
E05010208,Tiddington
E05004362,Tidenham
E05003364,Tideswell
E05008399,Tidworth
E05002246,Tilbury Riverside and Thurrock Park
E05002247,Tilbury St Chads
E05002333,Tilehurst
E05007644,Tilgate
E05008400,Till and Wylye Valley
E05007305,Tillingbourne
E05004203,Tillingham
E05005477,Tilton
E05000837,Timperley
E05001965,Timsbury
E05010357,Tingewick
E05009271,Tintagel
E05010648,Tintwistle
E05004080,Tipps Cross
E05001279,Tipton Green
E05010842,Tiptree
E05008401,Tisbury
E05004528,Titchfield
E05004529,Titchfield Common
E05008806,Tithe Farm
E05009952,Tithebarn
E05001280,Tividale
E05004189,Toddbrook
E05008807,Toddington
E05001385,Todmorden
E05000102,Tokyngton
E05001364,Toller
E05010176,Toller
E05009731,Tollerton
E05004204,Tollesbury
E05004205,Tolleshunt D'Arcy
E05000381,Tollington
E05000414,Tolworth and Hook Rise
E05001365,Tong
E05000667,Tonge with the Haulgh
E05000626,Tooting
E05003774,Tophill East
E05003775,Tophill West
E05011023,Topsham
E05009653,Torksey
E05002110,Tormohun
E05009272,Torpoint East
E05009273,Torpoint West
E05003633,Torrington
E05009614,Torrisholme
E05008512,Totland
E05010144,Totnes
E05010532,Toton & Chilwell Meadows
E05000280,Tottenham Green
E05000281,Tottenham Hale
E05000059,Totteridge
E05002698,Totteridge
E05000685,Tottington
E05004609,Totton Central
E05004610,Totton East
E05004611,Totton North
E05004612,Totton South
E05004613,Totton West
E05006049,Tove
E05009085,Tow Law
E05006050,Towcester Brook
E05006051,Towcester Mill
E05006848,Tower
E05010454,Tower
E05004960,Tower Hamlets
E05000210,Town
E05000264,Town
E05010747,Town
E05001386,Town
E05001744,Town
E05004547,Town
E05004940,Town
E05005911,Town
E05006933,Town
E05006985,Town
E05007283,Town
E05007387,Town
E05004961,Town and Pier
E05000929,Town Centre
E05003669,Town Centre
E05005289,Town Centre
E05005887,Town Close
E05000339,Townfield
E05007667,Trafalgar
E05001710,Tranby
E05009274,Trelawny
E05009587,Trench
E05010083,Trent
E05009732,Trent Bridge
E05009706,Trent Valley
E05003942,Tressell
E05009872,Trimdon
E05009086,Trimdon and Thornley
E05004711,Tring Central
E05004712,Tring East
E05004713,Tring West and Rural
E05000471,Trinity
E05003487,Trinity
E05004117,Trinity
E05010855,Trinity
E05005163,Trinity
E05009632,Trinity
E05009903,Trinity
E05008853,Trinity
E05007074,Trinity
E05010475,Troon
E05008402,Trowbridge Adcroft
E05008403,Trowbridge Central
E05008404,Trowbridge Drynham
E05008405,Trowbridge Grove
E05008406,Trowbridge Lambrok
E05008407,Trowbridge Park
E05008408,Trowbridge Paxcroft
E05006878,Trull
E05002714,Trumpington
E05009275,Truro Boscawen
E05009276,Truro Redannick
E05009277,Truro Tregolls
E05009278,Truro Trehaverne
E05007008,Trysull and Seisdon
E05009087,Tudhoe
E05000415,Tudor
E05011055,Tudor
E05000910,Tuebrook and Stoneycroft
E05010966,Tuffley
E05005290,Tulketh
E05000435,Tulse Hill
E05008749,Tunstall
E05009486,Tupsley
E05003439,Tupton
E05000211,Turkey Street
E05006849,Turn Hill
E05000365,Turnham Green
